Date,Media,Title,Article,Summary
1 hour ago,CBS New York,"CBS2 Weather Headlines: Cold, Dry Weekend; Taste Of Spring Next Week When Temps Reach 60s","Quarantine Cooking: Your Essential Nonstick Cookware GuideStep up your quarantine cooking with this guide to nonstick cookware.

How To: 6 Easy Steps To Make Homemade Soft PretzelsLearn how to make your own homemade soft pretzels with these six easy steps!

Observation Deck Coming Back To 61st Floor Of Iconic Chrysler BuildingOne of the city's most iconic buildings is getting an observation deck for the first time in 75 years.

Try These Make-Ahead Freezer Meals Perfect For WeeknightsSet yourself up for easy weeknight dinners no matter what!

Coronavirus Cooking: The Most Searched Recipe In Every State During QuarantineFind the most popular eats for your home state and across the country during the coronavirus quarantine.

Quarantine Recipes: How To Make Homemade BagelsSee how to make your own homemade bagels while stuck inside during quarantine.","Quarantine Cooking: Your Essential Nonstick Cookware GuideStep up your quarantine cooking with this guide to nonstick cookware.
How To: 6 Easy Steps To Make Homemade Soft PretzelsLearn how to make your own homemade soft pretzels with these six easy steps!
Try These Make-Ahead Freezer Meals Perfect For WeeknightsSet yourself up for easy weeknight dinners no matter what!
Coronavirus Cooking: The Most Searched Recipe In Every State During QuarantineFind the most popular eats for your home state and across the country during the coronavirus quarantine.
Quarantine Recipes: How To Make Homemade BagelsSee how to make your own homemade bagels while stuck inside during quarantine."
1 hour ago,Monroe Evening News,"Evangelist, son of NFL player headlines Monroe mission","By Suzanne Nolan Wisler

Richard Lane was managing three thrift stores until some Bibles changed his course.

It was 2005, and the Detroit native was living in Missouri.

“(I was part of) an outreach effort to pass out Bibles on the streets of St. Louis, to invite people to come to our church and be a part of it,” recalled Lane. “I loved passing out the Bibles, and I wanted to do more to help others come to an understanding of faith and the love of God. I felt the calling to ‘say something’ as I was passing out the Bibles and began to simply talk about how good God was in my life.”

Thus began his ministry.

For the last 16 years, Lane has been “saying something” to tens of thousands of people during his parish missions and conferences. Next month, he’s coming to two Monroe Catholic churches.

Lane is not a priest. He’s a full-time evangelist, a Black Catholic, an Army veteran and the son of a former NFL cornerback. He entered the faith as an adult.

He speaks around the world and has a singular mission:

“Encourage others into a deeper relationship with Jesus,” said Lane, who’s back living in Detroit. “We must be willing to be the change we desire to see; we must be the living and visible examples of our faith.”

Last fall, Deacon Zaid Chabaan from Sts. John and Mary Churches learned about Lane and brought him virtually to juniors at St. Mary Catholic Central High School.

The students were captivated, said the deacon.

“He’s a normal guy. He’s very personable, very inviting and dynamic,” said Deacon Zaid. “He uses humor and knows how to relate. He challenges the audience. People see church and think ‘very dry, by-the-book.’ He brings life experience.""

Now, Deacon Zaid and Lorie Bronson are hoping Lane can bring healing to the people of Monroe.

“It’s been a tough year. People are kind of down. It’s a good year for a mission,” said Bronson, pastoral minister. “We’re pretty excited. His energy will be contagious.”

“There is a great necessity. People are feeling isolated, depressed, disconnected. There’s a need for a mission. Richard Lane will be able to speak and relate to the people,"" said Deacon Zaid, who came to Monroe in August and is studying for the Catholic priesthood.

It will be the first mission in seven years for St. Mary and St. John.

But, the venues shouldn’t mislead. This mission is for everyone, people of all faiths and those with no religion at all.

“We invited all in the community,” said Deacon Zaid. “People are looking for something, anything to lift them up. All are welcome to come and see.”

Lane agrees.

“I encourage anyone and everyone to come, especially the first day/evening. We have fun, smile, laugh, joke, but also get serious about telling the story of ‘who we are and whose we are,’” said Lane. “Don’t worry, we won’t lock the doors and make you say three Our Fathers and five Hail Marys to let you out.”

The mission is aimed to those in junior high school through adults. Admission is free, and registration is not required.

The only preparation is to pray, suggests Bronson.

“Ask, ‘What does God want to tell me through this messenger?'” she said.

The mission’s theme is inspired by Lent: “Open Wide Your Heart: You Have the Key!”

“Let’s open our hearts. God can fill them,” said Bronson.

“The world and nation we live in right now is in great need of change, for future generations. Come and experience an encounter with Jesus that will change your life forever,” said Lane.

At a time when the pandemic is still real, Deacon Zaid encourages people to turn out.

“Fear (like COVID) is also contagious. The vaccine (for fear) can be found in church. We are working to help you feel safe,” he said.

Social distancing, limited seating and sanitizing will be enforced. Participants must wear masks.

For those unable to attend in person, the mission will be livestreamed on the churches’ Facebook pages.

“We want people to feel something, feel different, feel inspired,” said Deacon Zaid. “It can bring peace and God’s love to them and offer hope for a troubled, fractured world. This is an opportunity to take advantage of what is offered now. You don’t have to go far to do this. There is something in our midst.”

If you go …

What: Parish Mission

When and where:

Morning sessions: 9 a.m. (after 8:15 a.m. Mass) March 15-18 at St. John Catholic Church, 511 S. Monroe St.

Evening sessions: 7 p.m. March 15-18 at St. Mary Catholic Church, 127 N. Monroe St.

All sessions also will be livestreamed; each is about an hour

Lane also will speak at weekend Masses at the churches March 13-14

How much: Free; a freewill offering will be taken for Richard Lane’s ministry

More information: Contact Lorie Bronson or Deacon Zaid at 241-1644, exts. 8 or 5

Who is Richard Lane?","Next month, he’s coming to two Monroe Catholic churches.
He’s a full-time evangelist, a Black Catholic, an Army veteran and the son of a former NFL cornerback.
John and Mary Churches learned about Lane and brought him virtually to juniors at St. Mary Catholic Central High School.
It will be the first mission in seven years for St. Mary and St. John.
At a time when the pandemic is still real, Deacon Zaid encourages people to turn out."
1 hour ago,moosejawtoday.com,Looking back: This past week's headlines,"The headlines for the week of Feb. 27 to Mar. 5, 2021

Miss the news this past week? Here is a selection of headlines from the past week.

Want to get the headlines delivered to your inbox every day? Be sure to sign up for our email updates.

Saturday

Provincial camping registrations to open Apr. 12, Wakamow campground on Mar. 1

New B.C.-based clinical simulation tech changing the landscape of medical education

Moose Jaw players in action as WHL schedule kicks off with pair games

With NHL Draft on horizon, Warriors' Korczak aiming for impact performance

The Strong Studio Winter Games offer fun challenge in pandemic era

Sunday

5G technology to benefit farming

Installing biogas digesters can save money for industry

South Africa was the first overseas location where Moose Jaw soldiers fought

$5.6M raised at Telemiracle 45

Man arrested for running through mall without clothes on

Monday

Canada Post to help you stay in touch by providing free postcards

SaskTel reminding customers to protect themselves against cyber scams

Brain Health Awareness Month begins with new BrainLove fundraising initiatives

Tuesday

SaskEnergy warns customers about potential rebate scam

Police requesting assistance in locating missing 14-year-old

Fewer calls in 2020 likely due to pandemic restrictions, fire chief says

Moose Jaw’s Peters picks up first WHL point, Wiebe scores first of season

‘Immature kids’ likely responsible for vandalizing Crescent Park mural, artist says

Outfielder Espy to bring plenty of speed to Miller Express outfield

Moose Jaw Skating Club hits the ice for virtual competition from Skate Sask.

Police seek suspects after another break-in at South Hill Fine Foods

Moose Jaw Pol-ice brave the snow for Special Olympics fundraiser

Warriors settling into Regina hub as new campaign approaches

Fencing erected near Seventh Avenue Southwest bridge for upcoming repair

Wednesday

March declared Agriculture Literacy Month in Saskatchewan

Moose Jaw: Playboy of the Prairies

Mobile parking app to pay for meters could arrive by spring

WHL releases East Division schedule, Warriors in action opening night

Saskatchewan Festival of Words: Here’s what’s coming up in March

Former Warriors standout Jeannot makes NHL debut with Nashville

Prairie South taking ‘cup half-full’ view for return of normal school routines

Warriors coach O’Leary talks team and expectations for upcoming campaign

St. Joseph’s Parish to ring bells to mark anniversary of pandemic

Moose Jaw’s Holland looks back on the strange and unusual Scotties that was

Thursday

Sitting councillors spent over $20K combined during municipal election, data shows

Provincial government announces $18.9 million in COVID funding for child care centres

Tom Lukiwski, MP announces emergency support for local Legion

SHA shares how residents can recognize real calls for test results, contact tracing

PSSD trustees urged to fund pre-kindergarten on a multi-year basis

Homeowners worried that fire department charging fee for fire calls

Vaccination rate in Sask. expected to increase with addition of AstraZeneca vaccine

Work coming along with Pla-Mor Palace dressing rooms, Sportsplex renovations

Man wanted by Moose Jaw police on attempted murder, robbery charges arrested

Missing Moose Jaw youth located

Friday

Sport nutrition seminar to offer look at fueling for optimum performance

UPDATED: Power mostly restored after unplanned outage this morning

No more Trading Thoughts and Bizworld columns, at least for a while

Nearly 800 public school students learning online this year, report shows

Education director of Holy Trinity to resign, become director in Regina

Public school division seeing fewer absences despite ongoing pandemic

Opinion

On the Front Porch: Happy place

Bruce Penton: NHL’s best? We’ll have to wait until summer

Farm practices may have altered the quality of our butter

Reflective Moments: “Pssst: do you want to see some photos on my phone?”

Letter to the Editor: Letter to the Editor: Being proud of keeping our city clean

From the Kitchen: Garlic is a surprise ingredient in popular foods

Letter to the Editor: Wrong historical reference to Thatcher's Hardware in 2001 publication; Corrected submission

Editorial by Joan Ritchie

A Distant View: The 'Why' on Drugs?

MP Report: Bill C-7

Brilliant idea! Hope the federal government invests in the project","The headlines for the week of Feb. 27 to Mar.
5, 2021Miss the news this past week?
Here is a selection of headlines from the past week.
Want to get the headlines delivered to your inbox every day?
Hope the federal government invests in the project"
1 hour ago,KMOV.com,3 wounded following drive-by shooting in North City,"You have permission to edit this article.

Edit Close",You have permission to edit this article.
1 hour ago,Devdiscourse,Iranian firefighters contain fuel tanks blaze at Afghan border,"Firefighters from Iran contained a blaze at a border crossing with Afghanistan after three fuel storage tanks caught fire on Saturday, officials told Iranian media.

Abolhassan Mirjalili, a senior emergency official in Iran's South Khorasan province, told the official news agency IRNA that Iran had sent 10 teams of firefighters to fight blaze, which was brought under control in six-and-a-half hours. No one was hurt and no there was no serious damage to property, he added.

Advertisement

Earlier, Ali Akbar Mazidi, head of Iran's Mahiroud border terminal, told news agency ISNA that three 150-tonne tanks had caught fire. It was not clear what caused the blaze.

In mid-February, a fire at another Afghan customs post at the Iranian border injured about 60 people as hundreds of fuel tankers exploded, disrupting power supplies and causing millions of dollars of damage. The cause was unknown. Iran, which has some of the world's cheapest fuel prices due to heavy subsidies and the fall of its currency, has faced rampant fuel smuggling to neighboring countries.

(This story has not been edited by Devdiscourse staff and is auto-generated from a syndicated feed.)","Firefighters from Iran contained a blaze at a border crossing with Afghanistan after three fuel storage tanks caught fire on Saturday, officials told Iranian media.
Abolhassan Mirjalili, a senior emergency official in Iran's South Khorasan province, told the official news agency IRNA that Iran had sent 10 teams of firefighters to fight blaze, which was brought under control in six-and-a-half hours.
AdvertisementEarlier, Ali Akbar Mazidi, head of Iran's Mahiroud border terminal, told news agency ISNA that three 150-tonne tanks had caught fire.
In mid-February, a fire at another Afghan customs post at the Iranian border injured about 60 people as hundreds of fuel tankers exploded, disrupting power supplies and causing millions of dollars of damage.
Iran, which has some of the world's cheapest fuel prices due to heavy subsidies and the fall of its currency, has faced rampant fuel smuggling to neighboring countries."
1 hour ago,,AP Top Headlines at 12:26 p.m. EST,,
2 hours ago,TSN,Former champion Dominick Cruz headlines UFC 259 prelims against Kenney on TSN,"On a star-studded night in Las Vegas, three title fights will headline UFC 259 as four champions compete on Saturday’s card at the UFC Apex.

Catch the UFC 259 Prelims LIVE at 8pm et/5pm pt on TSN4/5 and TSN Direct.

In the main event, light heavyweight champion Jan Blachowicz will make his first title defence against middleweight champion Israel Adesanya. In the co-main event, two-division champion Amanda Nunes puts the featherweight belt on the line against Megan Anderson. The third title fight on the card will see Petr Yan also make the first defence of his bantamweight crown as he faces Aljamain Sterling.

The prelims are also stacked with star power.

In the featured bout, former two-time bantamweight champion Dominick Cruz returns to the Octagon for the first time since last May to face Casey Kenney.

The former title holder lost to then-champion Henry Cejudo via second round TKO at UFC 249. Cejudo vacated the belt and retired following that victory.

Cruz’s loss to Cejudo came after three-and-a-half years away from action for various injuries after losing the bantamweight title to Cody Garbrandt at UFC 207.

Prior to those two losses, the 35-year-old was riding a 13-fight winning streak, including both title victories. He was forced to vacate the bantamweight belt in 2014 during an earlier spate of injuries.

After contesting for or defending the belt in his last four fights, Cruz faces Kenney, an unranked 29-year-old fighter trying to break into the upper echelon of the division.

Cruz says his position both as a commentator and former champion gives him perspective on his opponent and he will not be taking the unranked fighter lightly.

“When you’re an analyst the way I am, you know that anybody in the top-15 is within a year of being a champion,” Cruz told TSN. “Three fights, three or four fight tops is all you need to do to win, he’s already on a three-fight winning streak. If he wins three more fights in the next year, he’s in title contention. As somebody that’s been through the line and done what I’ve done, at one point in this sport I cleaned out the division, I’ve faced guys that were ranked 15 and within a year they’re ranked No. 2. There is no added motivation towards what the world sees these fighters as, because I know what each one of them is.”

Kenney’s three-fight winning streak has seen him earn wins over Louis Smolka, Heili Alateng and most recently Nathaniel Wood at UFC 254 last October.

The Portland, Indiana, native has won five of his six fights since joining the promotion, with his only loss coming at the hands of Merab Dvalishvili last February.

Also on the Prelims, four-time flyweight title challenger Joseph Benavidez will face Askar Askarov.

Benavidez is coming off back-to-back losses to Deiveson Figueiredo in vacant flyweight title fights. Figueiredo was ineligible to claim the title after the first bout due to missing weight.

The 36-year-old also dropped two championship bouts to Demetrious Johnson, including for the inaugural title at UFC 152 in Toronto.

Before his two most recent title fight losses, Benavidez had put together a three-fight winning streak with victories over Alex Perez, Dustin Ortiz and Jussier Formiga.

Heading into Saturday’s bout, the No. 2-ranked veteran of 17 UFC fights says his mind is only on his opponent and not on how many more times he’ll make the walk in his career.

“I really haven’t thought about that, just looking at the fight in front of me and it’s always to me about fighting the best and trying to be the best,” Benavidez told TSN. “Being the absolute best, I’ve fallen short of that, but that’s why this fight was so intriguing that I’m still getting to fight guys at the top like Askar Askarov.”

Askarov, the No. 3-ranked bantamweight, is an undefeated 12-0-1 in his professional MMA career.

The 28-year-old defeated Alexandre Pantoja via unanimous decision in his last outing in July of 2020.

He earned his first win in the UFC over Tim Elliott at UFC 246 after earning a draw in his promotional debut against Brandon Moreno.

---

Song Yadong, who has not suffered a defeat since 2016, will battle Kyler Phillips and Rogerio Bontorin will kick off the prelims on TSN against Kai Kara-France.

","On a star-studded night in Las Vegas, three title fights will headline UFC 259 as four champions compete on Saturday’s card at the UFC Apex.
Catch the UFC 259 Prelims LIVE at 8pm et/5pm pt on TSN4/5 and TSN Direct.
In the featured bout, former two-time bantamweight champion Dominick Cruz returns to the Octagon for the first time since last May to face Casey Kenney.
Benavidez is coming off back-to-back losses to Deiveson Figueiredo in vacant flyweight title fights.
2-ranked veteran of 17 UFC fights says his mind is only on his opponent and not on how many more times he’ll make the walk in his career."
2 hours ago,Bristol Herald Courier,Fewer jobs but better pay in proposed Richmond budget,"RICHMOND, Va. (AP) — Richmond Mayor Levar Stoney is proposing to leave about 600 city jobs vacant to as part of a $770 million budget for Virginia's capital city.

The Richmond Times-Dispatch reports that the proposed budget unveiled Friday would include raises for those remaining on the payroll, though. In some cases, employees like social workers and code enforcement inspectors could see annual pay increase by $10,000 to $14,000.

Firefighters and police would also receive target pay increases.

Stoney said the pay increases come in response to a study that showed the city's workers are paid below average for municipal jobs.

The proposed budget for the fiscal year staring in July would be a 3.5% increase over the current year. But the number of funded positions in the general fund budget would decrease from about 3,700 to 3,100.

The city’s real estate tax rate would remain at $1.20 per $100 of assessed value.

For copyright information, check with the distributor of this item, Richmond Times-Dispatch.","RICHMOND, Va. (AP) — Richmond Mayor Levar Stoney is proposing to leave about 600 city jobs vacant to as part of a $770 million budget for Virginia's capital city.
The Richmond Times-Dispatch reports that the proposed budget unveiled Friday would include raises for those remaining on the payroll, though.
In some cases, employees like social workers and code enforcement inspectors could see annual pay increase by $10,000 to $14,000.
The proposed budget for the fiscal year staring in July would be a 3.5% increase over the current year.
For copyright information, check with the distributor of this item, Richmond Times-Dispatch."
3 hours ago,Inside NoVA,"New Alexandria school names for TC Williams, Maury announced","Real-time social media posts from local businesses and organizations across Northern Virginia, powered by Friends2Follow. To add your business to the stream, email cfields@insidenova.com or click on the green button below.","Real-time social media posts from local businesses and organizations across Northern Virginia, powered by Friends2Follow.
To add your business to the stream, email cfields@insidenova.com or click on the green button below."
3 hours ago,nwitimes.com,"Driver killed in Gary wreck, police say","GARY — One driver died from their injuries sustained in a collision Friday afternoon.

Gary Police responded at 12:50 p.m. to the area of Clark Road and Industrial Highway for a crash involving two cars and a semitrailer.

Preliminary investigation shows a westbound Pontiac Grand Prix traveled left of center, striking the semi. The Grand Prix then spun into a Chevy Impala, Gary police Lt. Dawn Westerfield said.

The Grand Prix's driver was declared dead at the scene. Two parties in the Impala sustained serious injuries, Westerfield said.

An investigation is ongoing by Lake County Sheriff's Department and the Indiana Department of Transportation.

Anyone with information is asked to contact Gary police Sgt. Martens at 219-881-1209.

Love 0 Funny 0 Wow 0 Sad 0 Angry 0

Be the first to know Get local news delivered to your inbox! Sign up! * I understand and agree that registration on or use of this site constitutes agreement to its user agreement and privacy policy.","GARY — One driver died from their injuries sustained in a collision Friday afternoon.
Gary Police responded at 12:50 p.m. to the area of Clark Road and Industrial Highway for a crash involving two cars and a semitrailer.
Preliminary investigation shows a westbound Pontiac Grand Prix traveled left of center, striking the semi.
The Grand Prix then spun into a Chevy Impala, Gary police Lt.
Two parties in the Impala sustained serious injuries, Westerfield said."
3 hours ago,theracingbiz.com,Midlantic Racing Headlines: Mar. 6 * The Racing Biz,"What’s been going on in Mid-Atlantic racing? Plenty, as a rider sneaks up on a milestone, a sophomore wins at first asking, and a veteran runner returns to action.

Racing headlines from the Mid-Atlantic:","What’s been going on in Mid-Atlantic racing?
Plenty, as a rider sneaks up on a milestone, a sophomore wins at first asking, and a veteran runner returns to action.
Racing headlines from the Mid-Atlantic:"
3 hours ago,KMOV.com,,,
4 hours ago,Devdiscourse,"USDA relocations curtail ag research, farmer confidence","More than a year after two US Department of Agriculture research agencies were moved from the nation's capital to Kansas City, Missouri, forcing a mass exodus of employees who couldn't or didn't want to move halfway across the country, they remain critically understaffed and some farmers are less confident in the work they produce.

The decision to move the Economic Research Service and the National Institute of Food and Agriculture in September 2019 was pitched as putting them closer to farmers in the nation's breadbasket, though much of their work involves advising members of Congress back in Washington. After the relocation was announced, President Donald Trump's chief of staff at the time, Mick Mulvaney, joked that moving the jobs to Kansas City was also ""a wonderful way to streamline government."" Tom Vilsack inherited a demoralized workforce at the two agencies when he took over as secretary of agriculture under President Joe Biden. With 235 vacancies between them, the agencies continued to hire during the pandemic and administration change, but they are putting out work that is smaller in scope and less frequent, causing some farmers to look elsewhere for data they rely on to run their operations. Among them is Vance Ehmke, who said that since the USDA relocations occurred, he has been paying a lot more attention to private market analysis and what private grain companies are doing. The information feeds his decisions on everything from whether to buy more land or a new tractor to whether to build more grain bins.

Advertisement

""Here, when we need really good, hard information, you are really starting to question groups like USDA, which before that had a sterling reputation,"" Ehmke said recently. ""But out in the country, people are worried about how good the information is now because those groups are operating at half capacity."" The relocation hollowed out years of specialized experience and delayed or scuttled some of the agencies' research and other work. Hiring at the Kansas City site remains well below the roughly 550 high-paying jobs local leaders had anticipated.

Farmers rely on the research to make decisions on a wide range of topics, from rural community planning to farming with climate change and volatile weather conditions, said Aaron Lehman, a farmer who is president of the Iowa Farmers Union.

The ERS examines issues including the rural economy, international trade, food safety and programs that provide food assistance to poor Americans. NIFA, meanwhile, provides grants for agricultural research and other farm services.

""It has gone in the wrong direction in general in terms of accuracy now,'' said Adrian Polansky, a farmer and former executive director of the USDA's Farm Service Agency office in Kansas during the Obama administration. ''Whether that was for sure based on that transition or whether it was the leadership in the department in terms of what the political goals may have been, I am not exactly sure. But it seems like there was less reliability."" Polansky said he looks to commercial sources of agricultural information to corroborate USDA data more often now than he did in the past. He said that even after the agencies fill their openings, it will take time to ""become fully impactful"" because research is a long-term endeavor.

''When you lose significant staff and significant institutional knowledge, there is just not a way that can't impact the product and information from USDA,'' he said. Dan O'Brien, a grain market specialist at Kansas State University Research and Extension, acknowledged that farmers have increasingly been questioning the reliability of the government's agricultural data over the past few years. However, he said those frustrations have dealt more with reports published by other USDA agencies, and that some farmers may be confusing them.

Laura Dodson, the union representative for ERS employees, said the relocation will affect the agency for another five years. It hasn't affected the accuracy of its reports, but it has reduced their scope and frequency.

Dozens of ERS reports have either come out late or not all, including reports on the organic food sector, antibiotic use in animal production, and hired farm workers and labor markets, among others, Dodson said. For example, a two-year research project on pollinators such as honeybees was shelved because the entire team working on it left the agency rather than move to Kansas City.

ERS published 37 reports in 2018, compared to 11 last year, Dodson said. Those figures don't include its monthly crop price and analysis reports, which have remained fairly steady despite the relocation and the pandemic. Agency employees also published 100 articles in academic journals related to their fields of study in 2018, but just 64 in 2020.

""We help make sure that food is produced safely, timely and responds to changes in the marketplace and changes to environmental sector,"" she said. ''And so if those become less effective because they are not being informed by good data and research, that will translate directly to how Americans receive their food."" Matt Herrick, a USDA spokesman, said in an email that he couldn't speak to the volume and variety of ERS reports and research under the Trump administration. ""However, when you lose more than half of your expert workforce, there is bound to be a noticeable effect,"" he added, noting that the USDA is focused on restoring employee confidence and morale.

(This story has not been edited by Devdiscourse staff and is auto-generated from a syndicated feed.)","The relocation hollowed out years of specialized experience and delayed or scuttled some of the agencies' research and other work.
Polansky said he looks to commercial sources of agricultural information to corroborate USDA data more often now than he did in the past.
''When you lose significant staff and significant institutional knowledge, there is just not a way that can't impact the product and information from USDA,'' he said.
However, he said those frustrations have dealt more with reports published by other USDA agencies, and that some farmers may be confusing them.
Matt Herrick, a USDA spokesman, said in an email that he couldn't speak to the volume and variety of ERS reports and research under the Trump administration."
